year,section,characteristic,income_group,estimate_raw,estimate,flag
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$100,000 to $119,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$140,000 to $159,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$160,000 to $179,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$180,000 to $199,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$20,000 to $29,999",33,33.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$200,000 or more",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$30,000 to $39,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$40,000 to $49,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$50,000 to $59,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$60,000 to $79,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"$80,000 to $99,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,4 or more,"Less than $10,000",51,51.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$10,000 to $19,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$100,000 to $119,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$140,000 to $159,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$20,000 to $29,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$200,000 or more",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$30,000 to $39,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$40,000 to $49,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$50,000 to $59,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$60,000 to $79,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"$80,000 to $99,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cooling equipment (A/C) breakdowns not reported,"Less than $10,000",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$10,000 to $19,999",85,85.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$100,000 to $119,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$140,000 to $159,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$20,000 to $29,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$200,000 or more",52,52.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$30,000 to $39,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$40,000 to $49,999",58,58.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$50,000 to $59,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$60,000 to $79,999",56,56.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"$80,000 to $99,999",61,61.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of cooling,"Less than $10,000",122,122.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$10,000 to $19,999",105,105.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$100,000 to $119,999",55,55.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$120,000 to $139,999",30,30.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$140,000 to $159,999",46,46.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$20,000 to $29,999",69,69.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$200,000 or more",80,80.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$30,000 to $39,999",69,69.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$40,000 to $49,999",62,62.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$50,000 to $59,999",90,90.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$60,000 to $79,999",94,94.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$80,000 to $99,999",78,78.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"Less than $10,000",100,100.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$10,000 to $19,999",55,55.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$100,000 to $119,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$140,000 to $159,999",48,48.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$20,000 to $29,999",71,71.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$200,000 or more",57,57.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$30,000 to $39,999",95,95.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$40,000 to $49,999",83,83.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$50,000 to $59,999",76,76.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$60,000 to $79,999",146,146.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$80,000 to $99,999",123,123.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"Less than $10,000",112,112.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$10,000 to $19,999",258,258.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$100,000 to $119,999",141,141.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$120,000 to $139,999",143,143.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$140,000 to $159,999",113,113.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$160,000 to $179,999",77,77.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$180,000 to $199,999",50,50.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$20,000 to $29,999",234,234.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$200,000 or more",293,293.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$30,000 to $39,999",214,214.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$40,000 to $49,999",177,177.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$50,000 to $59,999",178,178.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$60,000 to $79,999",272,272.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"$80,000 to $99,999",217,217.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate cooling capacity,"Less than $10,000",283,283.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$10,000 to $19,999",181,181.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$100,000 to $119,999",71,71.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$140,000 to $159,999",49,49.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$20,000 to $29,999",154,154.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$200,000 or more",79,79.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$30,000 to $39,999",173,173.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$40,000 to $49,999",92,92.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$50,000 to $59,999",138,138.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$60,000 to $79,999",224,224.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$80,000 to $99,999",98,98.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"Less than $10,000",187,187.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$10,000 to $19,999",190,190.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$100,000 to $119,999",63,63.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$140,000 to $159,999",29,29.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$20,000 to $29,999",135,135.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$200,000 or more",87,87.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$30,000 to $39,999",143,143.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$40,000 to $49,999",117,117.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$50,000 to $59,999",131,131.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$60,000 to $79,999",205,205.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$80,000 to $99,999",125,125.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"Less than $10,000",150,150.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$10,000 to $19,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$100,000 to $119,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$140,000 to $159,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$20,000 to $29,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$200,000 or more",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$30,000 to $39,999",50,50.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$40,000 to $49,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$50,000 to $59,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$60,000 to $79,999",35,35.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","$80,000 to $99,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,"Leaking windows, doors, and walls","Less than $10,000",71,71.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$10,000 to $19,999","1,646",1646.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$100,000 to $119,999","1,988",1988.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$120,000 to $139,999","1,446",1446.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$140,000 to $159,999","1,109",1109.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$160,000 to $179,999",929,929.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$180,000 to $199,999",639,639.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$20,000 to $29,999","1,704",1704.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$200,000 or more","2,537",2537.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$30,000 to $39,999","1,859",1859.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$40,000 to $49,999","1,687",1687.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$50,000 to $59,999","1,796",1796.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$60,000 to $79,999","3,144",3144.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$80,000 to $99,999","2,450",2450.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"Less than $10,000","1,286",1286.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$120,000 to $139,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$140,000 to $159,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$160,000 to $179,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$200,000 or more",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"Less than $10,000",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$10,000 to $19,999",511,511.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$100,000 to $119,999",473,473.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$120,000 to $139,999",399,399.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$140,000 to $159,999",304,304.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$160,000 to $179,999",261,261.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$180,000 to $199,999",139,139.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$20,000 to $29,999",433,433.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$200,000 or more",726,726.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$30,000 to $39,999",519,519.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$40,000 to $49,999",476,476.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$50,000 to $59,999",466,466.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$60,000 to $79,999",843,843.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"$80,000 to $99,999",636,636.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,No cooling equipment (A/C) breakdowns,"Less than $10,000",505,505.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$10,000 to $19,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$100,000 to $119,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$140,000 to $159,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$160,000 to $179,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$180,000 to $199,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$20,000 to $29,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$200,000 or more",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$30,000 to $39,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$40,000 to $49,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$50,000 to $59,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$60,000 to $79,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"$80,000 to $99,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Not reported,"Less than $10,000",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$10,000 to $19,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$100,000 to $119,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$120,000 to $139,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$140,000 to $159,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$160,000 to $179,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$180,000 to $199,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$20,000 to $29,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$200,000 or more",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$30,000 to $39,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$40,000 to $49,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$50,000 to $59,999",.,,blank_or_na
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$60,000 to $79,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$80,000 to $99,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"Less than $10,000",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$10,000 to $19,999",108,108.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$100,000 to $119,999",89,89.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$120,000 to $139,999",101,101.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$140,000 to $159,999",83,83.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$20,000 to $29,999",137,137.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$200,000 or more",125,125.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$30,000 to $39,999",133,133.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$40,000 to $49,999",109,109.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$50,000 to $59,999",72,72.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$60,000 to $79,999",187,187.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"$80,000 to $99,999",97,97.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other,"Less than $10,000",139,139.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$10,000 to $19,999",731,731.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$100,000 to $119,999",463,463.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$120,000 to $139,999",329,329.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$140,000 to $159,999",304,304.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$160,000 to $179,999",143,143.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$180,000 to $199,999",135,135.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$20,000 to $29,999",650,650.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$200,000 or more",624,624.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$30,000 to $39,999",663,663.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$40,000 to $49,999",566,566.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$50,000 to $59,999",509,509.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$60,000 to $79,999","1,002",1002.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"$80,000 to $99,999",613,613.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Other causes,"Less than $10,000",706,706.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$10,000 to $19,999",210,210.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$100,000 to $119,999",205,205.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$120,000 to $139,999",108,108.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$140,000 to $159,999",117,117.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$160,000 to $179,999",58,58.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$180,000 to $199,999",48,48.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$20,000 to $29,999",192,192.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$200,000 or more",309,309.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$30,000 to $39,999",242,242.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$40,000 to $49,999",245,245.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$50,000 to $59,999",185,185.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$60,000 to $79,999",376,376.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$80,000 to $99,999",267,267.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"Less than $10,000",215,215.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$10,000 to $19,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$100,000 to $119,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$120,000 to $139,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$140,000 to $159,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$160,000 to $179,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$180,000 to $199,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$20,000 to $29,999",16,16.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$200,000 or more",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$30,000 to $39,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$40,000 to $49,999",40,40.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$50,000 to $59,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$60,000 to $79,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$80,000 to $99,999",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"Less than $10,000",S,,suppressed
2023,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$10,000 to $19,999","1,690",1690.0,ok
2023,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$100,000 to $119,999","2,021",2021.0,ok
