year,section,characteristic,income_group,estimate_raw,estimate,flag,estimate_log
2023,External Building Conditions,Sagging roof,"$180,000 to $199,999",S,,suppressed,
2023,External Building Conditions,Sagging roof,"$20,000 to $29,999",195,195.0,ok,5.278114659230518
2023,External Building Conditions,Sagging roof,"$200,000 or more",122,122.0,ok,4.812184355372417
2023,External Building Conditions,Sagging roof,"$30,000 to $39,999",147,147.0,ok,4.997212273764115
2023,External Building Conditions,Sagging roof,"$40,000 to $49,999",189,189.0,ok,5.247024072160486
2023,External Building Conditions,Sagging roof,"$50,000 to $59,999",119,119.0,ok,4.787491742782046
2023,External Building Conditions,Sagging roof,"$60,000 to $79,999",215,215.0,ok,5.375278407684165
2023,External Building Conditions,Sagging roof,"$80,000 to $99,999",167,167.0,ok,5.123963979403259
2023,External Building Conditions,Sagging roof,"Less than $10,000",202,202.0,ok,5.313205979041787
2023,External Building Conditions,Sloping outside walls,"$10,000 to $19,999",131,131.0,ok,4.882801922586371
2023,External Building Conditions,Sloping outside walls,"$100,000 to $119,999",82,82.0,ok,4.418840607796598
2023,External Building Conditions,Sloping outside walls,"$120,000 to $139,999",67,67.0,ok,4.219507705176107
2023,External Building Conditions,Sloping outside walls,"$140,000 to $159,999",50,50.0,ok,3.9318256327243257
2023,External Building Conditions,Sloping outside walls,"$160,000 to $179,999",S,,suppressed,
2023,External Building Conditions,Sloping outside walls,"$180,000 to $199,999",S,,suppressed,
2023,External Building Conditions,Sloping outside walls,"$20,000 to $29,999",104,104.0,ok,4.653960350157523
2023,External Building Conditions,Sloping outside walls,"$200,000 or more",92,92.0,ok,4.532599493153256
2023,External Building Conditions,Sloping outside walls,"$30,000 to $39,999",95,95.0,ok,4.564348191467836
2023,External Building Conditions,Sloping outside walls,"$40,000 to $49,999",72,72.0,ok,4.290459441148391
2023,External Building Conditions,Sloping outside walls,"$50,000 to $59,999",90,90.0,ok,4.51085950651685
2023,External Building Conditions,Sloping outside walls,"$60,000 to $79,999",144,144.0,ok,4.976733742420574
2023,External Building Conditions,Sloping outside walls,"$80,000 to $99,999",95,95.0,ok,4.564348191467836
2023,External Building Conditions,Sloping outside walls,"Less than $10,000",147,147.0,ok,4.997212273764115
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",105,105.0,ok,4.663439094112067
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$120,000 to $139,999",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$140,000 to $159,999",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$160,000 to $179,999",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$180,000 to $199,999",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$200,000 or more",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",43,43.0,ok,3.784189633918261
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",47,47.0,ok,3.8712010109078907
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",60,60.0,ok,4.110873864173311
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed,
2023,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"Less than $10,000",S,,suppressed,
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$10,000 to $19,999",356,356.0,ok,5.877735781779639
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$100,000 to $119,999",119,119.0,ok,4.787491742782046
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$120,000 to $139,999",123,123.0,ok,4.820281565605037
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$140,000 to $159,999",77,77.0,ok,4.356708826689592
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$160,000 to $179,999",S,,suppressed,
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$180,000 to $199,999",S,,suppressed,
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$20,000 to $29,999",204,204.0,ok,5.3230099791384085
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$200,000 or more",81,81.0,ok,4.406719247264253
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$30,000 to $39,999",233,233.0,ok,5.455321115357702
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$40,000 to $49,999",196,196.0,ok,5.2832037287379885
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$50,000 to $59,999",198,198.0,ok,5.293304824724492
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$60,000 to $79,999",217,217.0,ok,5.384495062789089
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"$80,000 to $99,999",130,130.0,ok,4.875197323201151
2023,Flush Toilet Breakdowns,None working some time in last 3 months,"Less than $10,000",274,274.0,ok,5.616771097666572
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$10,000 to $19,999","8,617",8617.0,ok,9.061608318175784
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$100,000 to $119,999","9,925",9925.0,ok,9.202912856147385
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$120,000 to $139,999","8,113",8113.0,ok,9.001346243766392
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$140,000 to $159,999","6,569",6569.0,ok,8.790269111478656
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$160,000 to $179,999","4,638",4638.0,ok,8.442254104751743
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$180,000 to $199,999","3,442",3442.0,ok,8.144098463338524
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$20,000 to $29,999","9,150",9150.0,ok,9.121618441915379
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$200,000 or more","14,465",14465.0,ok,9.579556347409227
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$30,000 to $39,999","9,547",9547.0,ok,9.16408698745872
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$40,000 to $49,999","9,254",9254.0,ok,9.132919225007598
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$50,000 to $59,999","9,054",9054.0,ok,9.111072370317514
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$60,000 to $79,999","16,160",16160.0,ok,9.690356211348643
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$80,000 to $99,999","12,915",12915.0,ok,9.466222131878165
2023,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"Less than $10,000","8,972",8972.0,ok,9.101975347298058
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$10,000 to $19,999","8,973",8973.0,ok,9.102086786535928
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$100,000 to $119,999","10,043",10043.0,ok,9.214730720277476
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$120,000 to $139,999","8,236",8236.0,ok,9.016391478941248
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$140,000 to $159,999","6,646",6646.0,ok,8.801920904041582
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$160,000 to $179,999","4,671",4671.0,ok,8.449342524508063
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$180,000 to $199,999","3,490",3490.0,ok,8.157943507105037
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$20,000 to $29,999","9,354",9354.0,ok,9.14366623870819
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$200,000 or more","14,546",14546.0,ok,9.585140065773462
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$30,000 to $39,999","9,780",9780.0,ok,9.188197007290492
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$40,000 to $49,999","9,450",9450.0,ok,9.153875834995056
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$50,000 to $59,999","9,252",9252.0,ok,9.13270310224903
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$60,000 to $79,999","16,377",16377.0,ok,9.703694249830134
2023,Flush Toilet Breakdowns,With one or more flush toilets,"$80,000 to $99,999","13,045",13045.0,ok,9.476236852356042
2023,Flush Toilet Breakdowns,With one or more flush toilets,"Less than $10,000","9,246",9246.0,ok,9.132054453577638
2023,Food spoiled:,No,"$10,000 to $19,999","1,652",1652.0,ok,7.410347097821024
2023,Food spoiled:,No,"$100,000 to $119,999","2,390",2390.0,ok,7.779466967458324
2023,Food spoiled:,No,"$120,000 to $139,999","1,970",1970.0,ok,7.58629630715272
2023,Food spoiled:,No,"$140,000 to $159,999","1,909",1909.0,ok,7.554858521040676
2023,Food spoiled:,No,"$160,000 to $179,999","1,194",1194.0,ok,7.085901464365611
2023,Food spoiled:,No,"$180,000 to $199,999","1,128",1128.0,ok,7.029087564149662
2023,Food spoiled:,No,"$20,000 to $29,999","1,755",1755.0,ok,7.470793774195062
2023,Food spoiled:,No,"$200,000 or more","3,712",3712.0,ok,8.21959545417708
2023,Food spoiled:,No,"$30,000 to $39,999","1,766",1766.0,ok,7.4770384723196965
2023,Food spoiled:,No,"$40,000 to $49,999","1,980",1980.0,ok,7.591357046698551
2023,Food spoiled:,No,"$50,000 to $59,999","1,876",1876.0,ok,7.537430036586509
2023,Food spoiled:,No,"$60,000 to $79,999","3,493",3493.0,ok,8.158802490694002
2023,Food spoiled:,No,"$80,000 to $99,999","2,908",2908.0,ok,7.975564658495202
2023,Food spoiled:,No,"Less than $10,000","1,259",1259.0,ok,7.138866999945524
2023,Food spoiled:,Not reported,"$10,000 to $19,999",S,,suppressed,
2023,Food spoiled:,Not reported,"$100,000 to $119,999",.,,blank_or_na,
2023,Food spoiled:,Not reported,"$120,000 to $139,999",S,,suppressed,
2023,Food spoiled:,Not reported,"$140,000 to $159,999",.,,blank_or_na,
2023,Food spoiled:,Not reported,"$160,000 to $179,999",.,,blank_or_na,
2023,Food spoiled:,Not reported,"$180,000 to $199,999",.,,blank_or_na,
2023,Food spoiled:,Not reported,"$20,000 to $29,999",S,,suppressed,
2023,Food spoiled:,Not reported,"$200,000 or more",S,,suppressed,
2023,Food spoiled:,Not reported,"$30,000 to $39,999",.,,blank_or_na,
2023,Food spoiled:,Not reported,"$40,000 to $49,999",S,,suppressed,
2023,Food spoiled:,Not reported,"$50,000 to $59,999",.,,blank_or_na,
2023,Food spoiled:,Not reported,"$60,000 to $79,999",.,,blank_or_na,
2023,Food spoiled:,Not reported,"$80,000 to $99,999",.,,blank_or_na,
2023,Food spoiled:,Not reported,"Less than $10,000",S,,suppressed,
2023,Food spoiled:,Yes,"$10,000 to $19,999",369,369.0,ok,5.91350300563827
2023,Food spoiled:,Yes,"$100,000 to $119,999",376,376.0,ok,5.932245187448011
2023,Food spoiled:,Yes,"$120,000 to $139,999",294,294.0,ok,5.68697535633982
2023,Food spoiled:,Yes,"$140,000 to $159,999",241,241.0,ok,5.488937726156687
2023,Food spoiled:,Yes,"$160,000 to $179,999",156,156.0,ok,5.056245805348308
2023,Food spoiled:,Yes,"$180,000 to $199,999",87,87.0,ok,4.477336814478207
2023,Food spoiled:,Yes,"$20,000 to $29,999",381,381.0,ok,5.945420608606575
2023,Food spoiled:,Yes,"$200,000 or more",497,497.0,ok,6.210600077024653
2023,Food spoiled:,Yes,"$30,000 to $39,999",357,357.0,ok,5.8805329864007
2023,Food spoiled:,Yes,"$40,000 to $49,999",273,273.0,ok,5.6131281063880705
2023,Food spoiled:,Yes,"$50,000 to $59,999",334,334.0,ok,5.814130531825066
2023,Food spoiled:,Yes,"$60,000 to $79,999",696,696.0,ok,6.546785410760524
2023,Food spoiled:,Yes,"$80,000 to $99,999",556,556.0,ok,6.322565239927284
2023,Food spoiled:,Yes,"Less than $10,000",239,239.0,ok,5.480638923341991
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$10,000 to $19,999","6,263",6263.0,ok,8.742574237670638
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$100,000 to $119,999","8,752",8752.0,ok,9.077151777732437
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$120,000 to $139,999","7,162",7162.0,ok,8.876684166614451
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$140,000 to $159,999","6,075",6075.0,ok,8.712101863715663
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$160,000 to $179,999","4,500",4500.0,ok,8.412054873292933
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$180,000 to $199,999","3,477",3477.0,ok,8.154212694914229
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$20,000 to $29,999","7,176",7176.0,ok,8.878636747430072
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$200,000 or more","13,096",13096.0,ok,9.480138475329403
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$30,000 to $39,999","7,708",7708.0,ok,8.950143756459262
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$40,000 to $49,999","7,262",7262.0,ok,8.890548245606169
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$50,000 to $59,999","7,430",7430.0,ok,8.91341571815747
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$60,000 to $79,999","13,413",13413.0,ok,9.504054216659682
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"$80,000 to $99,999","10,978",10978.0,ok,9.303739636234733
2023,Generator Present,1-unit buildings or multiunit buildings with 2 to 4 units,"Less than $10,000","6,470",6470.0,ok,8.775085935057266
2023,Generator Present,No,"$10,000 to $19,999","5,257",5257.0,ok,8.567506005289827
2023,Generator Present,No,"$100,000 to $119,999","6,577",6577.0,ok,8.791486026749002
2023,Generator Present,No,"$120,000 to $139,999","5,379",5379.0,ok,8.59044365315583
2023,Generator Present,No,"$140,000 to $159,999","4,632",4632.0,ok,8.440959885416648
2023,Generator Present,No,"$160,000 to $179,999","3,396",3396.0,ok,8.130647968160584
2023,Generator Present,No,"$180,000 to $199,999","2,556",2556.0,ok,7.846589975291186
2023,Generator Present,No,"$20,000 to $29,999","5,949",5949.0,ok,8.691146498539675
2023,Generator Present,No,"$200,000 or more","10,080",10080.0,ok,9.218407743053941
2023,Generator Present,No,"$30,000 to $39,999","6,227",6227.0,ok,8.73681053295389
2023,Generator Present,No,"$40,000 to $49,999","5,888",5888.0,ok,8.68084148294457
2023,Generator Present,No,"$50,000 to $59,999","5,961",5961.0,ok,8.693161274238017
2023,Generator Present,No,"$60,000 to $79,999","10,379",10379.0,ok,9.24763615671988
2023,Generator Present,No,"$80,000 to $99,999","8,299",8299.0,ok,9.02401079378469
2023,Generator Present,No,"Less than $10,000","5,418",5418.0,ok,8.597666575566114
2023,Generator Present,Not reported,"$10,000 to $19,999",S,,suppressed,
2023,Generator Present,Not reported,"$100,000 to $119,999",S,,suppressed,
2023,Generator Present,Not reported,"$120,000 to $139,999",S,,suppressed,
2023,Generator Present,Not reported,"$140,000 to $159,999",S,,suppressed,
2023,Generator Present,Not reported,"$160,000 to $179,999",S,,suppressed,
2023,Generator Present,Not reported,"$180,000 to $199,999",S,,suppressed,
2023,Generator Present,Not reported,"$20,000 to $29,999",S,,suppressed,
2023,Generator Present,Not reported,"$200,000 or more",75,75.0,ok,4.330733340286331
2023,Generator Present,Not reported,"$30,000 to $39,999",S,,suppressed,
2023,Generator Present,Not reported,"$40,000 to $49,999",S,,suppressed,
2023,Generator Present,Not reported,"$50,000 to $59,999",S,,suppressed,
2023,Generator Present,Not reported,"$60,000 to $79,999",S,,suppressed,
2023,Generator Present,Not reported,"$80,000 to $99,999",106,106.0,ok,4.672828834461906
2023,Generator Present,Not reported,"Less than $10,000",S,,suppressed,
2023,Generator Present,Yes,"$10,000 to $19,999",996,996.0,ok,6.904750769961838
2023,Generator Present,Yes,"$100,000 to $119,999","2,149",2149.0,ok,7.673223121121708
2023,Generator Present,Yes,"$120,000 to $139,999","1,708",1708.0,ok,7.443663683115591
2023,Generator Present,Yes,"$140,000 to $159,999","1,386",1386.0,ok,7.234898420314831
2023,Generator Present,Yes,"$160,000 to $179,999","1,053",1053.0,ok,6.960347729101308
2023,Generator Present,Yes,"$180,000 to $199,999",891,891.0,ok,6.79346613258001
2023,Generator Present,Yes,"$20,000 to $29,999","1,184",1184.0,ok,7.077498053569231
2023,Generator Present,Yes,"$200,000 or more","2,942",2942.0,ok,7.987184748233473
2023,Generator Present,Yes,"$30,000 to $39,999","1,377",1377.0,ok,7.228388451573604
2023,Generator Present,Yes,"$40,000 to $49,999","1,328",1328.0,ok,7.192182058713246
2023,Generator Present,Yes,"$50,000 to $59,999","1,414",1414.0,ok,7.254884810077338
2023,Generator Present,Yes,"$60,000 to $79,999","2,933",2933.0,ok,7.984121958702927
2023,Generator Present,Yes,"$80,000 to $99,999","2,573",2573.0,ok,7.853216388156072
2023,Generator Present,Yes,"Less than $10,000","1,018",1018.0,ok,6.926577033222725
2023,Had to leave home and stay somewhere overnight:,No,"$10,000 to $19,999","1,726",1726.0,ok,7.454141078146678
2023,Had to leave home and stay somewhere overnight:,No,"$100,000 to $119,999","2,533",2533.0,ok,7.837554360881084
2023,Had to leave home and stay somewhere overnight:,No,"$120,000 to $139,999","2,118",2118.0,ok,7.6586995582682995
2023,Had to leave home and stay somewhere overnight:,No,"$140,000 to $159,999","2,026",2026.0,ok,7.614312146452
2023,Had to leave home and stay somewhere overnight:,No,"$160,000 to $179,999","1,297",1297.0,ok,7.168579897264035
2023,Had to leave home and stay somewhere overnight:,No,"$180,000 to $199,999","1,126",1126.0,ok,7.027314514039777
2023,Had to leave home and stay somewhere overnight:,No,"$20,000 to $29,999","1,881",1881.0,ok,7.540090320145325
2023,Had to leave home and stay somewhere overnight:,No,"$200,000 or more","4,033",4033.0,ok,8.302513718514158
2023,Had to leave home and stay somewhere overnight:,No,"$30,000 to $39,999","1,887",1887.0,ok,7.543273346705446
2023,Had to leave home and stay somewhere overnight:,No,"$40,000 to $49,999","2,088",2088.0,ok,7.644440761556566
2023,Had to leave home and stay somewhere overnight:,No,"$50,000 to $59,999","1,972",1972.0,ok,7.587310506022615
2023,Had to leave home and stay somewhere overnight:,No,"$60,000 to $79,999","3,831",3831.0,ok,8.251142139090751
2023,Had to leave home and stay somewhere overnight:,No,"$80,000 to $99,999","3,165",3165.0,ok,8.060224240440958
2023,Had to leave home and stay somewhere overnight:,No,"Less than $10,000","1,310",1310.0,ok,7.1785454837637
2023,Had to leave home and stay somewhere overnight:,Not reported,"$10,000 to $19,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$100,000 to $119,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$120,000 to $139,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$140,000 to $159,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$160,000 to $179,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$180,000 to $199,999",S,,suppressed,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$20,000 to $29,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$200,000 or more",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$30,000 to $39,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$40,000 to $49,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$50,000 to $59,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$60,000 to $79,999",S,,suppressed,
2023,Had to leave home and stay somewhere overnight:,Not reported,"$80,000 to $99,999",.,,blank_or_na,
2023,Had to leave home and stay somewhere overnight:,Not reported,"Less than $10,000",S,,suppressed,
2023,Had to leave home and stay somewhere overnight:,Yes,"$10,000 to $19,999",298,298.0,ok,5.700443573390686
2023,Had to leave home and stay somewhere overnight:,Yes,"$100,000 to $119,999",232,232.0,ok,5.4510384535657
2023,Had to leave home and stay somewhere overnight:,Yes,"$120,000 to $139,999",148,148.0,ok,5.003946305945459
2023,Had to leave home and stay somewhere overnight:,Yes,"$140,000 to $159,999",124,124.0,ok,4.8283137373023015
2023,Had to leave home and stay somewhere overnight:,Yes,"$160,000 to $179,999",S,,suppressed,
2023,Had to leave home and stay somewhere overnight:,Yes,"$180,000 to $199,999",S,,suppressed,
2023,Had to leave home and stay somewhere overnight:,Yes,"$20,000 to $29,999",257,257.0,ok,5.552959584921617
2023,Had to leave home and stay somewhere overnight:,Yes,"$200,000 or more",182,182.0,ok,5.209486152841421
2023,Had to leave home and stay somewhere overnight:,Yes,"$30,000 to $39,999",235,235.0,ok,5.4638318050256105
2023,Had to leave home and stay somewhere overnight:,Yes,"$40,000 to $49,999",166,166.0,ok,5.117993812416755
2023,Had to leave home and stay somewhere overnight:,Yes,"$50,000 to $59,999",238,238.0,ok,5.476463551931511
2023,Had to leave home and stay somewhere overnight:,Yes,"$60,000 to $79,999",345,345.0,ok,5.846438775057724
2023,Had to leave home and stay somewhere overnight:,Yes,"$80,000 to $99,999",300,300.0,ok,5.707110264748875
2023,Had to leave home and stay somewhere overnight:,Yes,"Less than $10,000",188,188.0,ok,5.241747015059643
2023,Heating Problems,Equipment breakdowns,"$10,000 to $19,999",321,321.0,ok,5.7745515455444085
2023,Heating Problems,Equipment breakdowns,"$100,000 to $119,999",188,188.0,ok,5.241747015059643
2023,Heating Problems,Equipment breakdowns,"$120,000 to $139,999",148,148.0,ok,5.003946305945459
2023,Heating Problems,Equipment breakdowns,"$140,000 to $159,999",133,133.0,ok,4.897839799950911
2023,Heating Problems,Equipment breakdowns,"$160,000 to $179,999",73,73.0,ok,4.304065093204169
2023,Heating Problems,Equipment breakdowns,"$180,000 to $199,999",97,97.0,ok,4.584967478670572
2023,Heating Problems,Equipment breakdowns,"$20,000 to $29,999",351,351.0,ok,5.863631175598097
2023,Heating Problems,Equipment breakdowns,"$200,000 or more",210,210.0,ok,5.351858133476067
2023,Heating Problems,Equipment breakdowns,"$30,000 to $39,999",333,333.0,ok,5.8111409929767
2023,Heating Problems,Equipment breakdowns,"$40,000 to $49,999",239,239.0,ok,5.480638923341991
2023,Heating Problems,Equipment breakdowns,"$50,000 to $59,999",226,226.0,ok,5.424950017481403
2023,Heating Problems,Equipment breakdowns,"$60,000 to $79,999",426,426.0,ok,6.056784013228625
2023,Heating Problems,Equipment breakdowns,"$80,000 to $99,999",340,340.0,ok,5.831882477283517
2023,Heating Problems,Equipment breakdowns,"Less than $10,000",324,324.0,ok,5.783825182329737
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$120,000 to $139,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$140,000 to $159,999",.,,blank_or_na,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$160,000 to $179,999",.,,blank_or_na,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$180,000 to $199,999",.,,blank_or_na,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$200,000 or more",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed,
2023,Heating Problems,No breakdowns lasting 6 hours or more,"Less than $10,000",S,,suppressed,
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$10,000 to $19,999","7,620",7620.0,ok,8.938662873666118
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$100,000 to $119,999","9,037",9037.0,ok,9.109193189971226
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$120,000 to $139,999","7,467",7467.0,ok,8.918382504661613
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$140,000 to $159,999","6,040",6040.0,ok,8.706324840138741
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$160,000 to $179,999","4,343",4343.0,ok,8.37655086161377
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$180,000 to $199,999","3,187",3187.0,ok,8.067149039910106
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$20,000 to $29,999","8,073",8073.0,ok,8.996404301412886
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$200,000 or more","13,292",13292.0,ok,9.4949928598676
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$30,000 to $39,999","8,383",8383.0,ok,9.034080406560824
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$40,000 to $49,999","8,283",8283.0,ok,9.022081222515475
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$50,000 to $59,999","8,110",8110.0,ok,9.000976444070345
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$60,000 to $79,999","14,364",14364.0,ok,9.57254997141339
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"$80,000 to $99,999","11,565",11565.0,ok,9.355825038718164
2023,Heating Problems,Not uncomfortably cold for 24 hours or more,"Less than $10,000","7,823",7823.0,ok,8.964951211714654
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$10,000 to $19,999",958,958.0,ok,6.8658910748834385
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$100,000 to $119,999",610,610.0,ok,6.415096959171596
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$120,000 to $139,999",448,448.0,ok,6.1070228877422545
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$140,000 to $159,999",385,385.0,ok,5.955837369464831
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$160,000 to $179,999",212,212.0,ok,5.3612921657094255
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$180,000 to $199,999",211,211.0,ok,5.356586274672012
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$20,000 to $29,999",893,893.0,ok,6.795705775173515
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$200,000 or more",803,803.0,ok,6.6895992691789665
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$30,000 to $39,999",892,892.0,ok,6.794586580876499
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$40,000 to $49,999",745,745.0,ok,6.61472560020376
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$50,000 to $59,999",663,663.0,ok,6.498282149476434
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$60,000 to $79,999","1,311",1311.0,ok,7.179307969504034
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"$80,000 to $99,999",897,897.0,ok,6.8001700683022
